Di  9 Jul 2024 11:10:45 CEST,5178.7
Di  9 Jul 2024 11:12:46 CEST,5169.9
Di  9 Jul 2024 11:13:43 CEST,5169.7
Mi 10 Jul 2024 07:35:14 CEST,5301.3
Mi 10 Jul 2024 08:06:08 CEST,
Mi 10 Jul 2024 08:18:20 CEST,5299.3
